MLRA	"Ecological site ID"	"Ecological site legacy ID"	Synonym	Legacy	Date
019X	R019XD031CA	R019XD031CA	R020XD031CA	No	2022-05-23
019X	R019XD031CA	R019XD031CA	R020XD031CA	Yes	2022-05-23
019X	R019XD032CA	R019XD032CA	R020XD032CA	No	2022-05-23
019X	R019XD032CA	R019XD032CA	R020XD032CA	Yes	2022-05-23
019X	R019XD033CA	R019XD033CA	R020XD033CA	No	2022-05-23
019X	R019XD033CA	R019XD033CA	R020XD033CA	Yes	2022-05-23
019X	R019XD034CA	R019XD034CA	R020XD034CA	No	2022-05-23
019X	R019XD034CA	R019XD034CA	R020XD034CA	Yes	2022-05-23
019X	R019XD036CA	R019XD036CA	R020XD036CA	No	2022-05-23
019X	R019XD036CA	R019XD036CA	R020XD036CA	Yes	2022-05-23
019X	R019XD037CA	R019XD037CA	R020XD037CA	No	2022-05-23
019X	R019XD037CA	R019XD037CA	R020XD037CA	Yes	2022-05-23
019X	R019XD038CA	R019XD038CA	R020XD038CA	No	2022-05-23
019X	R019XD038CA	R019XD038CA	R020XD038CA	Yes	2022-05-23
019X	R019XD039CA	R019XD039CA	R020XD039CA	No	2022-05-23
019X	R019XD039CA	R019XD039CA	R020XD039CA	Yes	2022-05-23
019X	R019XD040CA	R019XD040CA	R020XD040CA	No	2022-05-23
019X	R019XD040CA	R019XD040CA	R020XD040CA	Yes	2022-05-23
019X	R019XD041CA	R019XD041CA	R020XD041CA	No	2022-05-23
019X	R019XD041CA	R019XD041CA	R020XD041CA	Yes	2022-05-23
019X	R019XD042CA	R019XD042CA	R020XD042CA	No	2022-05-23
019X	R019XD042CA	R019XD042CA	R020XD042CA	Yes	2022-05-23
019X	R019XD043CA	R019XD043CA	R020XD043CA	No	2022-05-23
019X	R019XD043CA	R019XD043CA	R020XD043CA	Yes	2022-05-23
019X	R019XD045CA	R019XD045CA	R020XD045CA	No	2022-05-23
019X	R019XD045CA	R019XD045CA	R020XD045CA	Yes	2022-05-23
019X	R019XD046CA	R019XD046CA	R020XD046CA	No	2022-05-23
019X	R019XD046CA	R019XD046CA	R020XD046CA	Yes	2022-05-23
019X	R019XD047CA	R019XD047CA	R020XD047CA	No	2022-05-23
019X	R019XD047CA	R019XD047CA	R020XD047CA	Yes	2022-05-23
019X	R019XD048CA	R019XD048CA	R020XD048CA	No	2022-05-23
019X	R019XD048CA	R019XD048CA	R020XD048CA	Yes	2022-05-23
019X	R019XD049CA	R019XD049CA	R020XD049CA	No	2022-05-23
019X	R019XD049CA	R019XD049CA	R020XD049CA	Yes	2022-05-23
019X	R019XD050CA	R019XD050CA	R020XD050CA	No	2022-05-23
019X	R019XD050CA	R019XD050CA	R020XD050CA	Yes	2022-05-23
019X	R019XD051CA	R019XD051CA	R020XD051CA	No	2022-05-23
019X	R019XD051CA	R019XD051CA	R020XD051CA	Yes	2022-05-23
019X	R019XD052CA	R019XD052CA	R020XD052CA	No	2022-05-23
019X	R019XD052CA	R019XD052CA	R020XD052CA	Yes	2022-05-23
019X	R019XD053CA	R019XD053CA	R020XD053CA	No	2022-05-23
019X	R019XD053CA	R019XD053CA	R020XD053CA	Yes	2022-05-23
019X	R019XD064CA	R019XD064CA	R020XD064CA	No	2022-05-23
019X	R019XD064CA	R019XD064CA	R020XD064CA	Yes	2022-05-23
019X	R019XD901CA	R019XD901CA	R020XD001CA	No	2022-05-23
019X	R019XD901CA	R019XD901CA	R020XD001CA	Yes	2022-05-23
019X	R019XD901CA	R019XD901CA	R019XD001CA	No	2022-06-15
019X	R019XD901CA	R019XD901CA	R019XD001CA	Yes	2022-06-15
019X	R019XD924CA	R019XD924CA	R020XD024CA	No	2022-05-23
019X	R019XD924CA	R019XD924CA	R020XD024CA	Yes	2022-05-23
019X	R019XD924CA	R019XD924CA	R019XD024CA	No	2022-06-15
019X	R019XD924CA	R019XD924CA	R019XD024CA	Yes	2022-06-15
019X	R019XD925CA	R019XD925CA	R020XD025CA	No	2022-05-23
019X	R019XD925CA	R019XD925CA	R020XD025CA	Yes	2022-05-23
019X	R019XD925CA	R019XD925CA	R019XD025CA	No	2022-06-15
019X	R019XD925CA	R019XD925CA	R019XD025CA	Yes	2022-06-15
019X	R019XD929CA	R019XD929CA	R020XD029CA	No	2022-05-23
019X	R019XD929CA	R019XD929CA	R020XD029CA	Yes	2022-05-23
019X	R019XD929CA	R019XD929CA	R019XD029CA	No	2022-06-15
019X	R019XD929CA	R019XD929CA	R019XD029CA	Yes	2022-06-15
019X	R019XD935CA	R019XD935CA	R020XD035CA	No	2022-05-23
019X	R019XD935CA	R019XD935CA	R020XD035CA	Yes	2022-05-23
019X	R019XD935CA	R019XD935CA	R019XD035CA	No	2022-06-15
019X	R019XD935CA	R019XD935CA	R019XD035CA	Yes	2022-06-15
019X	R019XD964CA	R019XD964CA	R019XD064CA	No	2022-06-15
019X	R019XD964CA	R019XD964CA	R019XD064CA	Yes	2022-06-15
019X	R019XE003CA	R019XE003CA	R020XE003CA	No	2022-05-23
019X	R019XE003CA	R019XE003CA	R020XE003CA	Yes	2022-05-23
019X	R019XE018CA	R019XE018CA	R020XE018CA	No	2022-05-23
019X	R019XE018CA	R019XE018CA	R020XE018CA	Yes	2022-05-23
019X	R019XE024CA	R019XE024CA	R020XE024CA	No	2022-05-23
019X	R019XE024CA	R019XE024CA	R020XE024CA	Yes	2022-05-23
019X	R019XE025CA	R019XE025CA	R020XE025CA	No	2022-05-23
019X	R019XE025CA	R019XE025CA	R020XE025CA	Yes	2022-05-23
019X	R019XE026CA	R019XE026CA	R020XE026CA	No	2022-05-23
019X	R019XE026CA	R019XE026CA	R020XE026CA	Yes	2022-05-23
019X	R019XI100CA	R019XI100CA	R020XI100CA	No	2022-05-23
019X	R019XI100CA	R019XI100CA	R020XI100CA	Yes	2022-05-23
019X	R019XI101CA	R019XI101CA	R020XI101CA	No	2022-05-23
019X	R019XI101CA	R019XI101CA	R020XI101CA	Yes	2022-05-23
019X	R019XI102CA	R019XI102CA	R020XI102CA	No	2022-05-23
019X	R019XI102CA	R019XI102CA	R020XI102CA	Yes	2022-05-23
019X	R019XI103CA	R019XI103CA	R020XI103CA	No	2022-05-23
019X	R019XI103CA	R019XI103CA	R020XI103CA	Yes	2022-05-23
019X	R019XI105CA	R019XI105CA	R020XI105CA	No	2022-05-23
019X	R019XI105CA	R019XI105CA	R020XI105CA	Yes	2022-05-23
019X	R019XI106CA	R019XI106CA	R020XI106CA	No	2022-05-23
019X	R019XI106CA	R019XI106CA	R020XI106CA	Yes	2022-05-23
019X	R019XI108CA	R019XI108CA	R020XI108CA	No	2022-05-23
019X	R019XI108CA	R019XI108CA	R020XI108CA	Yes	2022-05-23
019X	R019XI109CA	R019XI109CA	R020XI109CA	No	2022-05-23
019X	R019XI109CA	R019XI109CA	R020XI109CA	Yes	2022-05-23
019X	R019XI110CA	R019XI110CA	R020XI110CA	No	2022-05-23
019X	R019XI110CA	R019XI110CA	R020XI110CA	Yes	2022-05-23
019X	R019XI112CA	R019XI112CA	R020XI112CA	No	2022-05-23
019X	R019XI112CA	R019XI112CA	R020XI112CA	Yes	2022-05-23
019X	R019XI113CA	R019XI113CA	R020XI113CA	No	2022-05-23
019X	R019XI113CA	R019XI113CA	R020XI113CA	Yes	2022-05-23
019X	R019XI114CA	R019XI114CA	R020XI114CA	No	2022-05-23
019X	R019XI114CA	R019XI114CA	R020XI114CA	Yes	2022-05-23
019X	R019XI115CA	R019XI115CA	R020XI115CA	No	2022-05-23
019X	R019XI115CA	R019XI115CA	R020XI115CA	Yes	2022-05-23
019X	R019XI116CA	R019XI116CA	R020XI116CA	No	2022-05-23
019X	R019XI116CA	R019XI116CA	R020XI116CA	Yes	2022-05-23
019X	R019XI117CA	R019XI117CA	R020XI117CA	No	2022-05-23
019X	R019XI117CA	R019XI117CA	R020XI117CA	Yes	2022-05-23
019X	R019XI118CA	R019XI118CA	R020XI118CA	No	2022-05-23
019X	R019XI118CA	R019XI118CA	R020XI118CA	Yes	2022-05-23
019X	R019XI119CA	R019XI119CA	R020XI119CA	No	2022-05-23
019X	R019XI119CA	R019XI119CA	R020XI119CA	Yes	2022-05-23
019X	R019XI120CA	R019XI120CA	R020XI120CA	No	2022-05-23
019X	R019XI120CA	R019XI120CA	R020XI120CA	Yes	2022-05-23
019X	R019XI121CA	R019XI121CA	R020XI121CA	No	2022-05-23
019X	R019XI121CA	R019XI121CA	R020XI121CA	Yes	2022-05-23
022A	R022AC013CA	R022AC013CA	R022XC013CA	No	2021-05-19
022A	R022AC013CA	R022AC013CA	R022XC013CA	Yes	2021-05-19
022A	R022AC047CA	R022AC047CA	R022XC047CA	No	2021-05-19
022A	R022AC047CA	R022AC047CA	R022XC047CA	Yes	2021-05-19
022A	R022AC049CA	R022AC049CA	R022XC049CA	No	2021-05-19
022A	R022AC049CA	R022AC049CA	R022XC049CA	Yes	2021-05-19
022A	R022AC052CA	R022AC052CA	R022XC052CA	No	2021-05-19
022A	R022AC052CA	R022AC052CA	R022XC052CA	Yes	2021-05-19
022A	R022AC053CA	R022AC053CA	R022XC053CA	No	2021-05-19
022A	R022AC053CA	R022AC053CA	R022XC053CA	Yes	2021-05-19
022A	R022AC054CA	R022AC054CA	R022XC054CA	No	2021-05-19
022A	R022AC054CA	R022AC054CA	R022XC054CA	Yes	2021-05-19
022A	R022AC055CA	R022AC055CA	R022XC055CA	No	2021-05-19
022A	R022AC055CA	R022AC055CA	R022XC055CA	Yes	2021-05-19
022A	R022AC056CA	R022AC056CA	R022XC056CA	No	2021-05-19
022A	R022AC056CA	R022AC056CA	R022XC056CA	Yes	2021-05-19
022A	R022AC057CA	R022AC057CA	R022XC057CA	No	2021-05-19
022A	R022AC057CA	R022AC057CA	R022XC057CA	Yes	2021-05-19
022A	R022AC058CA	R022AC058CA	R022XC058CA	No	2021-05-19
022A	R022AC058CA	R022AC058CA	R022XC058CA	Yes	2021-05-19
022A	R022AC059CA	R022AC059CA	R022XC059CA	No	2021-05-19
022A	R022AC059CA	R022AC059CA	R022XC059CA	Yes	2021-05-19
022A	R022AC060CA	R022AC060CA	R022XC060CA	No	2021-05-19
022A	R022AC060CA	R022AC060CA	R022XC060CA	Yes	2021-05-19
022A	R022AE013CA	R022AE013CA	R022XE013CA	No	2021-05-19
022A	R022AE013CA	R022AE013CA	R022XE013CA	Yes	2021-05-19
022A	R022AE014CA	R022AE014CA	R022XE014CA	No	2021-05-19
022A	R022AE014CA	R022AE014CA	R022XE014CA	Yes	2021-05-19
022A	R022AE016CA	R022AE016CA	R022XE016CA	No	2021-05-19
022A	R022AE016CA	R022AE016CA	R022XE016CA	Yes	2021-05-19
022A	R022AE118CA	R022AE118CA	R022XE118CA	No	2021-05-19
022A	R022AE118CA	R022AE118CA	R022XE118CA	Yes	2021-05-19
022A	R022AE119CA	R022AE119CA	R022XE119CA	No	2021-05-19
022A	R022AE119CA	R022AE119CA	R022XE119CA	Yes	2021-05-19
022A	R022AE120CA	R022AE120CA	R022XE120CA	No	2021-05-19
022A	R022AE120CA	R022AE120CA	R022XE120CA	Yes	2021-05-19
022A	R022AE121CA	R022AE121CA	R022XE121CA	No	2021-05-19
022A	R022AE121CA	R022AE121CA	R022XE121CA	Yes	2021-05-19
022A	R022AE122CA	R022AE122CA	R022XE122CA	No	2021-05-19
022A	R022AE122CA	R022AE122CA	R022XE122CA	Yes	2021-05-19
022A	R022AE171CA	R022AE171CA	R022XE171CA	No	2021-05-19
022A	R022AE171CA	R022AE171CA	R022XE171CA	Yes	2021-05-19
022A	R022AF001CA	R022AF001CA	R022XD001CA	No	2021-05-19
022A	R022AF001CA	R022AF001CA	R022XD001CA	Yes	2021-05-19
022A	R022AF013CA	R022AF013CA	R022XD013CA	No	2021-05-19
022A	R022AF013CA	R022AF013CA	R022XD013CA	Yes	2021-05-19
022A	R022AF032CA	R022AF032CA	R022XD032CA	No	2021-05-19
022A	R022AF032CA	R022AF032CA	R022XD032CA	Yes	2021-05-19
022A	R022AF053CA	R022AF053CA	R022XD053CA	No	2021-05-19
022A	R022AF053CA	R022AF053CA	R022XD053CA	Yes	2021-05-19
022A	R022AF058CA	R022AF058CA	R022XD058CA	No	2021-05-19
022A	R022AF058CA	R022AF058CA	R022XD058CA	Yes	2021-05-19
022A	R022AF059CA	R022AF059CA	R022XD059CA	No	2021-05-19
022A	R022AF059CA	R022AF059CA	R022XD059CA	Yes	2021-05-19
022A	R022AF060CA	R022AF060CA	R022XD060CA	No	2021-05-19
022A	R022AF060CA	R022AF060CA	R022XD060CA	Yes	2021-05-19
022A	R022AF061CA	R022AF061CA	R022XD061CA	No	2021-05-19
022A	R022AF061CA	R022AF061CA	R022XD061CA	Yes	2021-05-19
022A	R022AF062CA	R022AF062CA	R022XD062CA	No	2021-05-19
022A	R022AF062CA	R022AF062CA	R022XD062CA	Yes	2021-05-19
022A	R022AF063CA	R022AF063CA	R022XD063CA	No	2021-05-19
022A	R022AF063CA	R022AF063CA	R022XD063CA	Yes	2021-05-19
022A	R022AF064CA	R022AF064CA	R022XD064CA	No	2021-05-19
022A	R022AF064CA	R022AF064CA	R022XD064CA	Yes	2021-05-19
022A	R022AF065CA	R022AF065CA	R022XD065CA	No	2021-05-19
022A	R022AF065CA	R022AF065CA	R022XD065CA	Yes	2021-05-19
022A	R022AF066CA	R022AF066CA	R022XD066CA	No	2021-05-19
022A	R022AF066CA	R022AF066CA	R022XD066CA	Yes	2021-05-19
022A	R022AF067CA	R022AF067CA	R022XD067CA	No	2021-05-19
022A	R022AF067CA	R022AF067CA	R022XD067CA	Yes	2021-05-19
022A	R022AF068CA	R022AF068CA	R022XD068CA	No	2021-05-19
022A	R022AF068CA	R022AF068CA	R022XD068CA	Yes	2021-05-19
022A	R022AF069CA	R022AF069CA	R022XD069CA	No	2021-05-19
022A	R022AF069CA	R022AF069CA	R022XD069CA	Yes	2021-05-19
022A	R022AF070CA	R022AF070CA	R022XD070CA	No	2021-05-19
022A	R022AF070CA	R022AF070CA	R022XD070CA	Yes	2021-05-19
022A	R022AF071CA	R022AF071CA	R022XD071CA	No	2021-05-19
022A	R022AF071CA	R022AF071CA	R022XD071CA	Yes	2021-05-19
022A	R022AF072CA	R022AF072CA	R022XD072CA	No	2021-05-19
022A	R022AF072CA	R022AF072CA	R022XD072CA	Yes	2021-05-19
022A	R022AF073CA	R022AF073CA	R022XD073CA	No	2021-05-19
022A	R022AF073CA	R022AF073CA	R022XD073CA	Yes	2021-05-19
022A	R022AF074CA	R022AF074CA	R022XD074CA	No	2021-05-19
022A	R022AF074CA	R022AF074CA	R022XD074CA	Yes	2021-05-19
022A	R022AX003CA	F022AX003CA	R022AX003CA	Yes	2019-07-10
022A	R022AX005CA	F022AX005CA	R022AX005CA	Yes	2019-07-10
022A	R022AX013CA	F022AX013CA	R022AX013CA	Yes	2019-07-10
022A	R022AX017CA	F022AX017CA	R022AX017CA	Yes	2019-07-10
022A	R022AY034NV	R022AY034NV	R022AX034NV	No	2020-03-18
022A	R022AY034NV	R022AY034NV	R022AX034NV	Yes	2020-03-18
023X	R023XF034OR	R023XF034OR	R024XY614OR	No	2021-04-14
023X	R023XF034OR	R023XF034OR	R024XY614OR	Yes	2021-04-14
023X	R023XF034OR	R023XF034OR	DX023X06A034	No	2022-05-25
030X	R030XY023CA	R030XY023CA	R030XD023CA	No	2020-08-29
030X	R030XY023CA	R030XY023CA	R030XD023CA	Yes	2020-08-29
030X	R030XY129CA	R030XY129CA	R030XD129CA	No	2020-09-10
030X	R030XY129CA	R030XY129CA	R030XD129CA	Yes	2020-09-10
030X	R030XY154CA	R030XY154CA	R030XD154CA	No	2020-08-29
030X	R030XY154CA	R030XY154CA	R030XD154CA	Yes	2020-08-29
032X	DX032X01A104	R032XA104WY	R032XA104WY	No	2019-03-07
032X	DX032X01A109	R032XA109WY	R032XA108WY	Yes	2018-11-01
032X	DX032X01A109	R032XA109WY	R032XA108WY	No	2018-11-01
032X	DX032X01A109	R032XA109WY	DX032X01109	No	2019-02-22
032X	DX032X01A109	R032XA109WY	DX032X01A109	No	2019-03-08
032X	DX032X01A109	R032XA109WY	DX032X01109	No	2019-03-13
032X	DX032X01A110	R032XA110WY	R032XA118WY	No	2018-10-31
032X	DX032X01A110	R032XA110WY	R032XA118WY	Yes	2018-10-31
032X	DX032X01A110	R032XA110WY	DX032XA110	No	2018-10-31
032X	DX032X01A110	R032XA110WY	DX032X01110	No	2019-03-07
032X	DX032X01A112	R032XA112WY	R032XA112WY	No	2019-03-07
032X	DX032X01A122	R032XA122WY	R032XA122WY	No	2018-11-17
032X	DX032X01A122	R032XA122WY	DX032X01122	No	2019-02-22
032X	DX032X01A141	R032XA141WY	R032XA141WY	No	2018-11-17
032X	DX032X01A141	R032XA141WY	DX032X01141	No	2019-02-22
032X	DX032X01A141	R032XA141WY	DX032X01A141	Yes	2020-02-11
032X	DX032X01A143	R032XA143WY	R032XA143WY	No	2018-11-17
032X	DX032X01A143	R032XA143WY	DX032X01143	No	2019-02-22
032X	DX032X01A143	R032XA143WY	DX032X01A143	Yes	2020-02-11
032X	DX032X01A145	R032XA145WY	R032XA145WY	No	2019-03-13
032X	DX032X01A145	R032XA145WY	DX032X01A145	Yes	2020-02-11
032X	DX032X01A146	R032XA146WY	R032XA146WY	No	2019-03-08
032X	DX032X01A150	R032XA150WY	R032XA150WY	No	2018-11-27
032X	DX032X01A150	R032XA150WY	DX032X01150	No	2019-02-07
032X	DX032X01A150	R032XA150WY	DX032X01X150	No	2019-02-22
032X	DX032X01A154	R032XA154WY	R032XA154WY	No	2018-11-28
032X	DX032X01A154	R032XA154WY	DX032X01154	No	2019-02-07
032X	DX032X01A154	R032XA154WY	DX032X01X154	No	2019-02-22
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-02-10
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-04-09
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-04-09
032X	DX032X01A154	R032XA154WY	DX032X01A154	Yes	2020-04-09
032X	DX032X01A158	R032XA158WY	R032XA158WY	No	2019-03-08
032X	DX032X01A162	R032XA162WY	R032XA162WY	No	2019-03-08
032X	DX032X01A166	R032XA166WY	R032XA166WY	No	2019-03-08
032X	DX032X01A167	R032XA167WY	R032XA167WY	No	2019-03-13
032X	DX032X01A175	R032XA175WY	R032XA111WY	Yes	2018-11-01
032X	DX032X01A175	R032XA175WY	R032XA111WY	No	2018-11-01
032X	DX032X01A175	R032XA175WY	DX032X01175	No	2019-03-13
032X	DX032X01A176	R032XA176WY	R032XA176WY	No	2019-03-08
032X	DX032X01B104	R032XB104WY	R032XB104WY	No	2019-03-12
032X	DX032X01B109	R032XB109WY	R032XB108WY	No	2018-11-01
032X	DX032X01B109	R032XB109WY	R032XB108WY	Yes	2018-11-01
032X	DX032X01B109	R032XB109WY	DX032X02109	No	2019-03-13
032X	DX032X01B110	R032XB110WY	R032XB118WY	No	2018-10-31
032X	DX032X01B110	R032XB110WY	DX032XB110	No	2018-10-31
032X	DX032X01B110	R032XB110WY	R032XB118WY	Yes	2018-10-31
032X	DX032X01B110	R032XB110WY	DX032X02110	No	2019-03-13
032X	DX032X01B112	R032XB112WY	R032XB112WY	No	2019-03-12
032X	DX032X01B120	R032XB120WY	R032XB120WY	No	2019-03-13
032X	DX032X01B121	R032XB121WY	R032XB121WY	No	2018-11-01
032X	DX032X01B121	R032XB121WY	DX032X02121	No	2019-03-13
032X	DX032X01B122	R032XB122WY	R032XB122WY	No	2018-11-17
032X	DX032X01B122	R032XB122WY	DX032X02122	No	2019-02-22
032X	DX032X01B123	R032XB123WY	R032XB123WY	No	2018-11-17
032X	DX032X01B123	R032XB123WY	DX032X02123	No	2019-02-22
032X	DX032X01B141	R032XB141WY	R032XB141WY	No	2018-11-17
032X	DX032X01B141	R032XB141WY	DX032X02141	No	2019-02-22
032X	DX032X01B141	R032XB141WY	DX032X01B141	Yes	2020-02-11
032X	DX032X01B143	R032XB143WY	R032XB143WY	No	2019-03-13
032X	DX032X01B143	R032XB143WY	DX032X01B143	Yes	2020-02-11
032X	DX032X01B145	R032XB145WY	R032XB145WY	No	2019-03-13
032X	DX032X01B145	R032XB145WY	DX032X01B145	Yes	2020-02-11
032X	DX032X01B146	R032XB146WY	R032XB146WY	No	2019-03-13
032X	DX032X01B150	R032XB150WY	R032XB150WY	No	2018-12-03
032X	DX032X01B150	R032XB150WY	DX032X02150	No	2019-02-07
032X	DX032X01B150	R032XB150WY	DX032X02X150	No	2019-02-22
032X	DX032X01B150	R032XB150WY	DX032X01B150	Yes	2020-02-10
032X	DX032X01B154	R032XB154WY	R032XB154WY	No	2018-11-30
032X	DX032X01B154	R032XB154WY	DX032X02154	No	2019-02-07
032X	DX032X01B154	R032XB154WY	DX032X02X154	No	2019-02-22
032X	DX032X01B158	R032XB158WY	R032XB158WY	No	2019-03-13
032X	DX032X01B162	R032XB162WY	R032XB162WY	No	2019-03-13
032X	DX032X01B166	R032XB166WY	R032XB166WY	No	2019-03-13
032X	DX032X01B167	R032XB167WY	R032XB167WY	No	2019-03-13
032X	DX032X01B172	R032XB172WY	R032XB173WY	No	2018-11-01
032X	DX032X01B172	R032XB172WY	DX032X02173	No	2019-03-13
032X	DX032X01B172	R032XB172WY	DX032X01B173	No	2022-01-14
032X	DX032X01B172	R032XB172WY	R032XB173WY	Yes	2022-01-14
032X	DX032X01B175	R032XB175WY	R032XB111WY	Yes	2018-11-01
032X	DX032X01B175	R032XB175WY	R032XB111WY	No	2018-11-01
032X	DX032X01B175	R032XB175WY	DX032X02175	No	2019-03-13
032X	DX032X01B176	R032XB176WY	R032XB176WY	No	2019-03-12
032X	DX032X01W106	R032XB106WY	R032XB106WY	No	2019-03-12
032X	DX032X01W128	R032XA128WY	DX032X01A128	No	2019-03-08
032X	DX032X01W128	R032XA128WY	R032XA128WY	No	2019-03-08
032X	DX032X01W128	R032XA128WY	DX032X01A128	No	2019-03-08
032X	DX032X01W128	R032XA128WY	DX032X01Y128	No	2019-03-08
032X	DX032X01W130	R032XB130WY	R032XB130WY	No	2019-03-12
032X	DX032X01W138	R032XA138WY	R032XA138WY	No	2019-03-08
032X	DX032X01W138	R032XA138WY	DX032X01A138	No	2019-03-08
032X	DX032X01W140	R032XB140WY	R032XB140WY	No	2019-03-12
032X	DX032X01W142	R032XA142WY	R032XA142WY	No	2019-03-08
032X	DX032X01W174	R032XB174WY	R032XB174WY	No	2019-03-08
032X	DX032X01W178	R032XA178WY	R032XA178WY	No	2019-03-08
032X	DX032X01W178	R032XA178WY	DX032X01A178	No	2019-03-08
032X	DX032X02A109	R032XC109WY	R032XC108WY	Yes	2018-11-01
032X	DX032X02A109	R032XC109WY	R032XC108WY	No	2018-11-01
032X	DX032X02A109	R032XC109WY	DX032X03109	No	2019-05-15
032X	DX032X02A110	R032XC110WY	R032XC118WY	No	2018-10-31
032X	DX032X02A110	R032XC110WY	DX032XC110	No	2018-10-31
032X	DX032X02A110	R032XC110WY	R032XC118WY	Yes	2018-10-31
032X	DX032X02A110	R032XC110WY	DX032X03110	No	2019-05-22
032X	DX032X02A120	R032XC120WY	R032XC120WY	No	2019-05-23
032X	DX032X02A121	R032XC121WY	R032XC121WY	No	2018-11-01
032X	DX032X02A121	R032XC121WY	DX032X03121	No	2019-05-23
032X	DX032X02A122	R032XC122WY	R032XC122WY	No	2019-02-22
032X	DX032X02A144	R032XC144WY	R032XC144WY	No	2018-10-15
032X	DX032X02A144	R032XC144WY	DX032X03144	No	2019-02-22
032X	DX032X02A150	R032XC150WY	R032XC150WY	No	2019-02-22
032X	DX032X02A162	R032XC162WY	R032XC162WY	No	2023-01-31
032X	DX032X02A167	R032XC167WY	R032XC167WY	No	2019-05-23
032X	DX032X02A169	R032XC169WY	R032XC169WY	No	2019-05-23
032X	DX032X02A169	R032XC169WY	DX032X02A169	Yes	2020-02-11
032X	DX032X02B109	R032XD109WY	R032XD108WY	Yes	2018-11-01
032X	DX032X02B109	R032XD109WY	R032XD108WY	No	2018-11-01
032X	DX032X02B109	R032XD109WY	DX032X04109	No	2019-05-23
032X	DX032X02B110	R032XD110WY	R032XD118WY	No	2018-10-31
032X	DX032X02B110	R032XD110WY	R032XD118WY	Yes	2018-10-31
032X	DX032X02B110	R032XD110WY	DX032XD110	No	2018-10-31
032X	DX032X02B110	R032XD110WY	DX032X04110	No	2019-05-23
032X	DX032X02B120	R032XD120WY	R032XD120WY	No	2019-05-23
032X	DX032X02B121	R032XD121WY	R032XD121WY	No	2018-11-01
032X	DX032X02B121	R032XD121WY	DX032X04121	No	2019-05-23
032X	DX032X02B122	R032XD122WY	R032XD122WY	No	2018-10-15
032X	DX032X02B122	R032XD122WY	DX032X04122	No	2019-02-22
032X	DX032X02B123	R032XD123WY	R032XD123WY	No	2018-11-01
032X	DX032X02B123	R032XD123WY	DX032X04123	No	2019-05-23
032X	DX032X02B144	R032XD144WY	R032XD144WY	No	2020-02-07
032X	DX032X02B144	R032XD144WY	DX032X02B144	Yes	2020-02-11
032X	DX032X02B150	R032XD150WY	R032XD150WY	No	2019-02-22
032X	DX032X02B162	R032XD162WY	R032XD162WY	No	2023-01-31
032X	DX032X02B167	R032XD167WY	R032XD167WY	No	2019-05-23
032X	DX032X02B169	R032XD169WY	R032XD169WY	No	2019-05-23
032X	DX032X02B169	R032XD169WY	DX032X02B169	Yes	2020-02-11
032X	DX032X02B175	R032XD175WY	R032XD111WY	Yes	2018-11-01
032X	DX032X02B175	R032XD175WY	R032XD111WY	No	2018-11-01
032X	DX032X02B175	R032XD175WY	DX032X04175	No	2019-05-23
032X	DX032X02W138	R032XW138WY	R032XC138WY	No	2021-01-27
032X	DX032X02W138	R032XW138WY	R032XC138WY	Yes	2021-01-27
032X	DX032X02W140	R032XW140WY	R032XC140WY	No	2021-01-27
032X	DX032X02W140	R032XW140WY	R032XC140WY	Yes	2021-01-27
032X	DX032X02W142	R032XW142WY	R032XC142WY	No	2021-01-27
032X	DX032X02W142	R032XW142WY	R032XC142WY	Yes	2021-01-27
034A	DX034A01X122	R034AB122WY	R034AB122WY	No	2021-03-01
034A	DX034A01X126	R034AB126WY	R034AB126WY	No	2021-03-01
034A	DX034A01X150	R034AB150WY	R034AB150WY	No	2021-03-01
034A	DX034A02X104	R034AC104WY	R034AC104US	No	2019-08-06
034A	DX034A02X104	R034AC104WY	DX034A02X104	Yes	2020-01-29
034A	DX034A02X120	R034AC120WY	R034AC120WY	No	2021-03-01
034A	DX034A02X122	R034AC122WY	R034AC122WY	No	2021-03-01
034A	DX034A02X124	R034AC124WY	R034AC124WY	No	2021-03-01
034A	DX034A02X126	R034AC126WY	R034AC126WY	No	2021-03-01
034A	DX034A02X150	R034AC150WY	R034AC150WY	No	2021-03-01
034A	DX034A05X122	R034AF122WY	R034AF122WY	No	2021-03-01
034A	DX034A07X122	R034AH122WY	R034AH122WY	No	2021-03-01
035X	DX035X01I104	R035XA104AZ	R035XA104AZ	No	2019-09-23
035X	DX035X01I112	R035XA112AZ	R035XA112AZ	No	2019-09-23
035X	DX035X01I113	R035XA113AZ	R035XA113AZ	No	2019-09-25
